IDStudent,IDSubject,Term,Grade
2151163519,CK791,1,4.5
2151163534,CK791,1,4.5
2151163736,CK791,1,4.5
2151163276,KT574,1,4.5
2151163550,CK802,2,4.5
2151163659,CK802,2,4.5
2151163055,CSE130,2,4.5
2151163594,CK798,2,4.5
2151163047,CSE135,2,4.5
2151163410,KT582,2,4.5
2151163025,CSE137,2,4.5
2151163120,CSE130,1,4.5
2151163140,CSE130,1,4.5
2151163144,CSE130,1,4.5
2151163115,CSE125,1,4.5
2151163507,CK796,1,4.5
2151163293,KT570,1,4.5
2151163430,KT570,1,4.5
2151163350,KT572,1,4.5
2151163359,KT572,1,4.5
2151163014,CSE123,1,4.5
2151163207,CSE123,1,4.5
2151163607,CK791,1,4.5
2151163745,CK795,1,4.5
2151163021,CSE127,1,4.5
2151163063,CSE127,1,4.5
2151163453,KT574,1,4.5
2151163484,KT574,1,4.5
2151163021,CSE128,1,4.5
2151163637,CK797,2,4.5
2151163730,CK797,2,4.5
2151163613,CK801,2,4.5
2151163700,CK802,2,4.5
2151163060,CSE138,2,4.5
2151163123,CSE138,2,4.5
2151163150,CSE133,2,4.5
2151163313,KT575,2,4.5
2151163429,KT575,2,4.5
2151163363,KT581,2,4.5
2151163603,CK799,2,4.5
2151163589,CK803,2,4.5
2151163182,CSE135,2,4.5
2151163485,KT582,2,4.5
2151163241,CSE136,2,4.5
2151163243,CSE136,2,4.5
2151163136,CSE137,2,4.5
2151163105,CSE126,1,4.5
2151163379,KT568,1,4.5
2151163630,CK796,1,4.5
2151163632,CK796,1,4.5
2151163295,KT567,1,4.5
2151163338,KT567,1,4.5
2151163394,KT567,1,4.5
2151163440,KT567,1,4.5
2151163174,CSE123,1,4.5
2151163096,CSE127,1,4.5
2151163574,CK802,2,4.5
2151163147,CSE138,2,4.5
2151163327,KT576,2,4.5
2151163495,KT576,2,4.5
2151163701,CK804,2,4.5
2151163733,CK800,2,4.5
2151163471,KT575,2,4.5
2151163559,CK798,2,4.5
2151163439,KT577,2,4.5
2151163681,CK803,2,4.5
2151163095,CSE135,2,4.5
2151163206,CSE137,2,4.5
2151163129,CSE125,1,4.51
2151163073,CSE123,1,4.51
2151163657,CK790,1,4.51
2151163670,CK795,1,4.51
2151163675,CK798,2,4.51
2151163579,CK803,2,4.51
2151163198,CSE136,2,4.51
2151163648,CK789,1,4.51
2151163033,CSE130,1,4.51
2151163168,CSE126,1,4.51
2151163274,KT568,1,4.51
2151163403,KT568,1,4.51
2151163624,CK796,1,4.51
2151163692,CK796,1,4.51
2151163714,CK796,1,4.51
2151163473,KT570,1,4.51
2151163281,KT571,1,4.51
2151163363,KT571,1,4.51
2151163211,CSE123,1,4.51
2151163511,CK791,1,4.51
2151163467,KT574,1,4.51
2151163059,CSE129,1,4.51
2151163138,CSE129,1,4.51
2151163213,CSE129,1,4.51
2151163651,CK801,2,4.51
2151163556,CK802,2,4.51
2151163228,CSE138,2,4.51
2151163126,CSE132,2,4.51
2151163325,KT576,2,4.51
2151163009,CSE133,2,4.51
2151163682,CK804,2,4.51
2151163483,KT575,2,4.51
2151163526,CK799,2,4.51
2151163684,CK799,2,4.51
2151163712,CK799,2,4.51
2151163745,CK799,2,4.51
2151163002,CSE136,2,4.51
2151163095,CSE136,2,4.51
2151163229,CSE136,2,4.51
2151163249,CSE137,2,4.51
2151163543,CK796,1,4.51
2151163571,CK796,1,4.51
2151163067,CSE123,1,4.51
2151163285,KT573,1,4.51
2151163622,CK790,1,4.51
2151163676,CK791,1,4.51
2151163501,CK795,1,4.51
2151163520,CK795,1,4.51
2151163143,CSE127,1,4.51
2151163218,CSE127,1,4.51
2151163072,CSE129,1,4.51
2151163186,CSE134,2,4.51
2151163438,KT568,1,4.52
2151163178,CSE125,1,4.52
2151163623,CK792,1,4.52
2151163302,KT571,1,4.52
2151163352,KT571,1,4.52
2151163180,CSE123,1,4.52
2151163612,CK791,1,4.52
2151163503,CK795,1,4.52
2151163619,CK795,1,4.52
2151163104,CSE127,1,4.52
2151163123,CSE127,1,4.52
2151163256,KT574,1,4.52
2151163249,CSE129,1,4.52
2151163738,CK801,2,4.52
2151163231,CSE134,2,4.52
2151163503,CK800,2,4.52
2151163271,KT575,2,4.52
2151163439,KT579,2,4.52
2151163080,CSE126,1,4.52
2151163206,CSE126,1,4.52
2151163293,KT568,1,4.52
2151163166,CSE125,1,4.52
2151163559,CK796,1,4.52
2151163579,CK796,1,4.52
2151163330,KT570,1,4.52
2151163552,CK792,1,4.52
2151163685,CK792,1,4.52
2151163255,KT567,1,4.52
2151163381,KT567,1,4.52
2151163436,KT567,1,4.52
2151163557,CK790,1,4.52
2151163669,CK790,1,4.52
2151163278,KT569,1,4.52
2151163535,CK791,1,4.52
2151163033,CSE127,1,4.52
2151163041,CSE127,1,4.52
2151163178,CSE128,1,4.52
2151163070,CSE129,1,4.52
2151163641,CK801,2,4.52
2151163253,KT576,2,4.52
2151163335,KT576,2,4.52
2151163518,CK800,2,4.52
2151163746,CK800,2,4.52
2151163450,KT579,2,4.52
2151163349,KT577,2,4.52
2151163355,KT577,2,4.52
2151163521,CK803,2,4.52
2151163074,CSE135,2,4.52
2151163169,CSE135,2,4.52
2151163365,KT582,2,4.52
2151163417,KT582,2,4.52
2151163011,CSE136,2,4.52
2151163196,CSE137,2,4.52
2151163240,CSE124,1,4.52
2151163299,KT568,1,4.52
2151163361,KT568,1,4.52
2151163427,KT568,1,4.52
2151163082,CSE125,1,4.52
2151163135,CSE125,1,4.52
2151163310,KT567,1,4.52
2151163356,KT567,1,4.52
2151163256,KT572,1,4.52
2151163304,KT572,1,4.52
2151163319,KT572,1,4.52
2151163507,CK790,1,4.52
2151163543,CK790,1,4.52
2151163555,CK790,1,4.52
2151163742,CK795,1,4.52
2151163010,CSE127,1,4.52
2151163614,CK797,2,4.52
2151163562,CK804,2,4.52
2151163673,CK800,2,4.52
2151163725,CK800,2,4.52
2151163431,KT580,2,4.52
2151163105,CSE130,2,4.52
2151163233,CSE130,2,4.52
2151163594,CK803,2,4.52
2151163124,CSE137,2,4.52
2151163189,CSE126,1,4.53
2151163384,KT568,1,4.53
2151163270,KT570,1,4.53
2151163613,CK792,1,4.53
2151163292,KT572,1,4.53
2151163644,CK791,1,4.53
2151163450,KT574,1,4.53
2151163178,CSE133,2,4.53
2151163558,CK804,2,4.53
2151163531,CK798,2,4.53
2151163523,CK799,2,4.53
2151163637,CK803,2,4.53
2151163260,KT582,2,4.53
2151163199,CSE137,2,4.53
2151163160,CSE130,1,4.53
2151163036,CSE124,1,4.53
2151163175,CSE126,1,4.53
2151163207,CSE126,1,4.53
2151163221,CSE125,1,4.53
2151163482,KT570,1,4.53
2151163449,KT567,1,4.53
2151163009,CSE123,1,4.53
2151163162,CSE123,1,4.53
2151163409,KT573,1,4.53
2151163608,CK790,1,4.53
2151163595,CK795,1,4.53
2151163640,CK795,1,4.53
2151163233,CSE127,1,4.53
2151163172,CSE129,1,4.53
2151163721,CK797,2,4.53
2151163599,CK801,2,4.53
2151163600,CK801,2,4.53
2151163163,CSE132,2,4.53
2151163449,KT578,2,4.53
2151163315,KT579,2,4.53
2151163176,CSE130,2,4.53
2151163402,KT581,2,4.53
2151163670,CK798,2,4.53
2151163707,CK798,2,4.53
2151163636,CK803,2,4.53
2151163413,KT582,2,4.53
2151163424,KT582,2,4.53
2151163105,CSE137,2,4.53
2151163153,CSE137,2,4.53
2151163162,CSE125,1,4.53
2151163599,CK792,1,4.53
2151163714,CK792,1,4.53
2151163294,KT567,1,4.53
2151163457,KT572,1,4.53
2151163183,CSE123,1,4.53
2151163306,KT569,1,4.53
2151163337,KT569,1,4.53
2151163746,CK791,1,4.53
2151163028,CSE127,1,4.53
2151163175,CSE127,1,4.53
2151163255,KT574,1,4.53
2151163436,KT574,1,4.53
2151163024,CSE128,1,4.53
2151163070,CSE138,2,4.53
2151163324,KT575,2,4.53
2151163672,CK798,2,4.53
2151163642,CK799,2,4.53
2151163462,KT582,2,4.53
2151163086,CSE136,2,4.53
2151163040,CSE126,1,4.54
2151163550,CK792,1,4.54
2151163281,KT572,1,4.54
2151163112,CSE123,1,4.54
2151163248,CSE123,1,4.54
2151163547,CK791,1,4.54
2151163667,CK791,1,4.54
2151163685,CK791,1,4.54
2151163705,CK795,1,4.54
2151163310,KT574,1,4.54
2151163218,CSE129,1,4.54
2151163627,CK797,2,4.54
2151163676,CK797,2,4.54
2151163151,CSE133,2,4.54
2151163638,CK804,2,4.54
2151163348,KT577,2,4.54
2151163747,CK799,2,4.54
2151163489,KT582,2,4.54
2151163207,CSE137,2,4.54
2151163626,CK789,1,4.54
2151163040,CSE130,1,4.54
2151163039,CSE126,1,4.54
2151163365,KT568,1,4.54
2151163366,KT568,1,4.54
2151163013,CSE125,1,4.54
2151163333,KT570,1,4.54
2151163473,KT567,1,4.54
2151163494,KT571,1,4.54
2151163299,KT572,1,4.54
2151163369,KT572,1,4.54
2151163097,CSE123,1,4.54
2151163253,KT573,1,4.54
2151163274,KT573,1,4.54
2151163513,CK790,1,4.54
2151163313,KT569,1,4.54
2151163432,KT569,1,4.54
2151163637,CK791,1,4.54
2151163139,CSE127,1,4.54
2151163428,KT574,1,4.54
2151163167,CSE128,1,4.54
2151163160,CSE129,1,4.54
2151163564,CK797,2,4.54
2151163528,CK801,2,4.54
2151163052,CSE138,2,4.54
2151163051,CSE134,2,4.54
2151163204,CSE134,2,4.54
2151163050,CSE133,2,4.54
2151163064,CSE133,2,4.54
2151163095,CSE133,2,4.54
2151163145,CSE133,2,4.54
2151163567,CK800,2,4.54
2151163390,KT579,2,4.54
2151163368,KT580,2,4.54
2151163379,KT580,2,4.54
2151163384,KT577,2,4.54
2151163197,CSE137,2,4.54
2151163728,CK794,1,4.54
2151163332,KT570,1,4.54
2151163572,CK792,1,4.54
2151163447,KT567,1,4.54
2151163384,KT571,1,4.54
2151163403,KT572,1,4.54
2151163488,KT572,1,4.54
2151163674,CK790,1,4.54
2151163140,CSE127,1,4.54
2151163285,KT574,1,4.54
2151163177,CSE129,1,4.54
2151163742,CK801,2,4.54
2151163092,CSE126,1,4.54
2151163115,CSE126,1,4.54
2151163550,CK796,1,4.54
2151163544,CK792,1,4.54
2151163708,CK792,1,4.54
2151163396,KT567,1,4.54
2151163493,KT569,1,4.54
2151163662,CK791,1,4.54
2151163547,CK795,1,4.54
2151163566,CK795,1,4.54
2151163499,KT574,1,4.54
2151163129,CSE129,1,4.54
2151163615,CK802,2,4.54
2151163021,CSE138,2,4.54
2151163742,CK804,2,4.54
2151163505,CK798,2,4.54
2151163101,CSE135,2,4.54
2151163208,CSE135,2,4.54
2151163006,CSE130,1,4.55
2151163723,CK792,1,4.55
2151163322,KT571,1,4.55
2151163277,KT572,1,4.55
2151163443,KT572,1,4.55
2151163542,CK790,1,4.55
2151163262,KT574,1,4.55
2151163054,CSE129,1,4.55
2151163506,CK802,2,4.55
2151163076,CSE132,2,4.55
2151163520,CK804,2,4.55
2151163252,KT578,2,4.55
2151163561,CK800,2,4.55
2151163666,CK793,1,4.55
2151163119,CSE130,1,4.55
2151163199,CSE124,1,4.55
2151163010,CSE126,1,4.55
2151163204,CSE126,1,4.55
2151163266,KT570,1,4.55
2151163321,KT570,1,4.55
2151163486,KT570,1,4.55
2151163575,CK792,1,4.55
2151163631,CK792,1,4.55
2151163285,KT571,1,4.55
2151163436,KT571,1,4.55
2151163602,CK790,1,4.55
2151163705,CK791,1,4.55
2151163247,CSE128,1,4.55
2151163206,CSE133,2,4.55
2151163430,KT578,2,4.55
2151163686,CK800,2,4.55
2151163424,KT579,2,4.55
2151163496,KT577,2,4.55
2151163437,KT582,2,4.55
2151163024,CSE137,2,4.55
2151163028,CSE137,2,4.55
2151163483,KT568,1,4.55
2151163084,CSE125,1,4.55
2151163506,CK796,1,4.55
2151163316,KT570,1,4.55
2151163456,KT571,1,4.55
2151163301,KT572,1,4.55
2151163566,CK790,1,4.55
2151163593,CK791,1,4.55
2151163565,CK801,2,4.55
2151163614,CK801,2,4.55
2151163223,CSE132,2,4.55
2151163270,KT576,2,4.55
2151163478,KT578,2,4.55
2151163438,KT580,2,4.55
2151163422,KT581,2,4.55
2151163474,KT568,1,4.55
2151163718,CK792,1,4.55
2151163377,KT572,1,4.55
2151163417,KT572,1,4.55
2151163197,CSE123,1,4.55
2151163328,KT569,1,4.55
2151163032,CSE127,1,4.55
2151163040,CSE128,1,4.55
2151163652,CK801,2,4.55
2151163019,CSE132,2,4.55
2151163153,CSE133,2,4.55
2151163267,KT578,2,4.55
2151163442,KT578,2,4.55
2151163309,KT575,2,4.55
2151163572,CK798,2,4.55
2151163623,CK798,2,4.55
2151163346,KT582,2,4.55
2151163195,CSE137,2,4.55
2151163002,CSE130,1,4.56
2151163215,CSE124,1,4.56
2151163275,KT568,1,4.56
2151163666,CK792,1,4.56
2151163568,CK791,1,4.56
2151163631,CK791,1,4.56
2151163078,CSE128,1,4.56
2151163569,CK797,2,4.56
2151163606,CK802,2,4.56
2151163566,CK804,2,4.56
2151163689,CK800,2,4.56
2151163317,KT582,2,4.56
2151163246,CSE137,2,4.56
2151163542,CK789,1,4.56
2151163628,CK794,1,4.56
2151163122,CSE130,1,4.56
2151163169,CSE124,1,4.56
2151163148,CSE126,1,4.56
2151163180,CSE126,1,4.56
2151163092,CSE125,1,4.56
2151163480,KT570,1,4.56
2151163594,CK790,1,4.56
2151163062,CSE128,1,4.56
2151163003,CSE129,1,4.56
2151163562,CK797,2,4.56
2151163009,CSE132,2,4.56
2151163087,CSE132,2,4.56
2151163029,CSE134,2,4.56
2151163448,KT576,2,4.56
2151163455,KT576,2,4.56
2151163559,CK804,2,4.56
2151163608,CK804,2,4.56
2151163576,CK800,2,4.56
2151163264,KT579,2,4.56
2151163371,KT579,2,4.56
2151163251,KT580,2,4.56
2151163475,KT580,2,4.56
2151163019,CSE135,2,4.56
2151163192,CSE136,2,4.56
2151163156,CSE126,1,4.56
2151163586,CK796,1,4.56
2151163601,CK792,1,4.56
2151163670,CK792,1,4.56
2151163348,KT573,1,4.56
2151163335,KT569,1,4.56
2151163675,CK791,1,4.56
2151163679,CK795,1,4.56
2151163132,CSE127,1,4.56
2151163053,CSE128,1,4.56
2151163184,CSE129,1,4.56
2151163578,CK797,2,4.56
2151163683,CK804,2,4.56
2151163400,KT579,2,4.56
2151163104,CSE130,2,4.56
2151163310,KT577,2,4.56
2151163719,CK799,2,4.56
2151163050,CSE136,2,4.56
2151163240,CSE126,1,4.56
2151163339,KT568,1,4.56
2151163366,KT570,1,4.56
2151163444,KT570,1,4.56
2151163372,KT567,1,4.56
2151163339,KT569,1,4.56
2151163554,CK791,1,4.56
2151163500,KT574,1,4.56
2151163112,CSE128,1,4.56
2151163582,CK797,2,4.56
2151163584,CK804,2,4.56
2151163304,KT578,2,4.56
2151163628,CK800,2,4.56
2151163717,CK798,2,4.56
2151163700,CK803,2,4.56
2151163162,CSE135,2,4.56
2151163504,CK792,1,4.57
2151163727,CK790,1,4.57
2151163567,CK791,1,4.57
2151163517,CK795,1,4.57
2151163144,CSE127,1,4.57
2151163122,CSE128,1,4.57
2151163197,CSE129,1,4.57
2151163116,CSE138,2,4.57
2151163204,CSE133,2,4.57
2151163429,KT578,2,4.57
2151163436,KT575,2,4.57
2151163310,KT580,2,4.57
2151163600,CK798,2,4.57
2151163628,CK799,2,4.57
2151163022,CSE136,2,4.57
2151163217,CSE130,1,4.57
2151163350,KT568,1,4.57
2151163503,CK796,1,4.57
2151163520,CK796,1,4.57
2151163591,CK796,1,4.57
2151163508,CK792,1,4.57
2151163660,CK792,1,4.57
2151163691,CK792,1,4.57
2151163731,CK792,1,4.57
2151163412,KT567,1,4.57
2151163466,KT571,1,4.57
2151163020,CSE123,1,4.57
2151163051,CSE123,1,4.57
2151163324,KT573,1,4.57
2151163365,KT573,1,4.57
2151163530,CK790,1,4.57
2151163674,CK795,1,4.57
2151163731,CK795,1,4.57
2151163166,CSE127,1,4.57
2151163132,CSE128,1,4.57
2151163217,CSE128,1,4.57
2151163646,CK797,2,4.57
2151163608,CK802,2,4.57
2151163624,CK802,2,4.57
2151163645,CK802,2,4.57
2151163057,CSE132,2,4.57
2151163511,CK804,2,4.57
2151163672,CK804,2,4.57
2151163362,KT578,2,4.57
2151163541,CK798,2,4.57
2151163410,KT577,2,4.57
2151163418,KT577,2,4.57
2151163509,CK803,2,4.57
2151163043,CSE126,1,4.57
2151163230,CSE125,1,4.57
2151163619,CK792,1,4.57
2151163342,KT567,1,4.57
2151163465,KT567,1,4.57
2151163239,CSE128,1,4.57
2151163007,CSE129,1,4.57
2151163716,CK797,2,4.57
2151163616,CK802,2,4.57
2151163146,CSE132,2,4.57
2151163098,CSE134,2,4.57
2151163655,CK804,2,4.57
2151163337,KT580,2,4.57
2151163241,CSE137,2,4.57
2151163223,CSE124,1,4.57
2151163468,KT568,1,4.57
2151163128,CSE125,1,4.57
2151163275,KT570,1,4.57
2151163735,CK792,1,4.57
2151163341,KT571,1,4.57
2151163419,KT572,1,4.57
2151163257,KT573,1,4.57
2151163669,CK795,1,4.57
2151163244,CSE127,1,4.57
2151163053,CSE129,1,4.57
2151163715,CK797,2,4.57
2151163729,CK802,2,4.57
2151163475,KT576,2,4.57
2151163529,CK799,2,4.57
2151163698,CK799,2,4.57
2151163638,CK803,2,4.57
2151163122,CSE135,2,4.57
2151163528,CK796,1,4.58
2151163481,KT572,1,4.58
2151163287,KT573,1,4.58
2151163581,CK791,1,4.58
2151163746,CK795,1,4.58
2151163514,CK797,2,4.58
2151163504,CK801,2,4.58
2151163715,CK802,2,4.58
2151163110,CSE138,2,4.58
2151163156,CSE134,2,4.58
2151163386,KT578,2,4.58
2151163396,KT580,2,4.58
2151163677,CK789,1,4.58
2151163321,KT568,1,4.58
2151163376,KT568,1,4.58
2151163079,CSE125,1,4.58
2151163094,CSE125,1,4.58
2151163727,CK796,1,4.58
2151163345,KT572,1,4.58
2151163173,CSE123,1,4.58
2151163292,KT573,1,4.58
2151163406,KT569,1,4.58
2151163459,KT569,1,4.58
2151163548,CK791,1,4.58
2151163294,KT574,1,4.58
2151163723,CK797,2,4.58
2151163607,CK801,2,4.58
2151163521,CK802,2,4.58
2151163551,CK802,2,4.58
2151163570,CK802,2,4.58
2151163733,CK802,2,4.58
2151163033,CSE138,2,4.58
2151163407,KT576,2,4.58
2151163365,KT575,2,4.58
2151163441,KT579,2,4.58
2151163464,KT579,2,4.58
2151163305,KT580,2,4.58
2151163143,CSE130,2,4.58
2151163634,CK798,2,4.58
2151163567,CK803,2,4.58
2151163008,CSE135,2,4.58
2151163237,CSE135,2,4.58
2151163311,KT582,2,4.58
2151163403,KT582,2,4.58
2151163411,KT582,2,4.58
2151163444,KT582,2,4.58
2151163226,CSE137,2,4.58
2151163302,KT568,1,4.58
2151163402,KT568,1,4.58
2151163556,CK796,1,4.58
2151163396,KT570,1,4.58
2151163592,CK792,1,4.58
2151163253,KT572,1,4.58
2151163465,KT569,1,4.58
2151163150,CSE138,2,4.58
2151163493,KT580,2,4.58
2151163438,KT581,2,4.58
2151163558,CK798,2,4.58
2151163263,KT577,2,4.58
2151163366,KT577,2,4.58
2151163601,CK803,2,4.58
2151163664,CK803,2,4.58
2151163432,KT582,2,4.58
2151163476,KT582,2,4.58
2151163257,KT568,1,4.58
2151163558,CK796,1,4.58
2151163542,CK792,1,4.58
2151163389,KT571,1,4.58
2151163491,KT572,1,4.58
2151163747,CK790,1,4.58
2151163714,CK791,1,4.58
2151163675,CK795,1,4.58
2151163104,CSE129,1,4.58
2151163169,CSE138,2,4.58
2151163552,CK800,2,4.58
2151163442,KT575,2,4.58
2151163269,KT581,2,4.58
2151163724,CK798,2,4.58
2151163120,CSE136,2,4.58
2151163040,CSE137,2,4.58
2151163211,CSE126,1,4.59
2151163624,CK792,1,4.59
2151163390,KT572,1,4.59
2151163416,KT572,1,4.59
2151163421,KT573,1,4.59
2151163303,KT569,1,4.59
2151163514,CK791,1,4.59
2151163161,CSE127,1,4.59
2151163699,CK797,2,4.59
2151163670,CK801,2,4.59
2151163148,CSE132,2,4.59
2151163546,CK800,2,4.59
2151163309,KT579,2,4.59
2151163363,KT579,2,4.59
2151163662,CK789,1,4.59
2151163083,CSE124,1,4.59
2151163036,CSE126,1,4.59
2151163273,KT570,1,4.59
2151163674,CK792,1,4.59
2151163415,KT567,1,4.59
2151163540,CK791,1,4.59
2151163148,CSE127,1,4.59
2151163292,KT574,1,4.59
2151163006,CSE129,1,4.59
2151163517,CK797,2,4.59
2151163093,CSE138,2,4.59
2151163435,KT578,2,4.59
2151163310,KT575,2,4.59
2151163472,KT575,2,4.59
2151163400,KT580,2,4.59
2151163155,CSE130,2,4.59
2151163575,CK799,2,4.59
2151163592,CK799,2,4.59
2151163061,CSE136,2,4.59
2151163152,CSE136,2,4.59
2151163067,CSE137,2,4.59
2151163208,CSE126,1,4.59
2151163594,CK792,1,4.59
2151163413,KT567,1,4.59
2151163356,KT572,1,4.59
2151163458,KT573,1,4.59
2151163554,CK795,1,4.59
2151163632,CK795,1,4.59
2151163447,KT574,1,4.59
2151163097,CSE128,1,4.59
2151163117,CSE128,1,4.59
2151163614,CK802,2,4.59
2151163707,CK802,2,4.59
2151163711,CK802,2,4.59
2151163002,CSE132,2,4.59
2151163372,KT578,2,4.59
2151163236,CSE137,2,4.59
2151163125,CSE125,1,4.59
2151163728,CK796,1,4.59
2151163259,KT573,1,4.59
2151163302,KT573,1,4.59
2151163496,KT573,1,4.59
2151163537,CK791,1,4.59
2151163562,CK795,1,4.59
2151163168,CSE127,1,4.59
2151163041,CSE129,1,4.59
2151163215,CSE133,2,4.59
2151163328,KT578,2,4.59
2151163364,KT579,2,4.59
2151163087,CSE130,2,4.59
2151163374,KT581,2,4.59
2151163275,KT577,2,4.59
2151163302,KT577,2,4.59
2151163724,CK803,2,4.59
2151163407,KT582,2,4.59
2151163169,CSE137,2,4.59
2151163534,CK796,1,4.6
2151163261,KT570,1,4.6
2151163500,KT567,1,4.6
2151163269,KT571,1,4.6
2151163002,CSE123,1,4.6
2151163099,CSE127,1,4.6
2151163237,CSE138,2,4.6
2151163155,CSE132,2,4.6
2151163466,KT578,2,4.6
2151163502,CK798,2,4.6
2151163570,CK803,2,4.6
2151163155,CSE137,2,4.6
2151163233,CSE137,2,4.6
2151163245,CSE137,2,4.6
2151163733,CK789,1,4.6
2151163109,CSE125,1,4.6
2151163336,KT572,1,4.6
2151163411,KT569,1,4.6
2151163001,CSE127,1,4.6
2151163124,CSE127,1,4.6
2151163260,KT574,1,4.6
2151163019,CSE129,1,4.6
2151163088,CSE138,2,4.6
2151163622,CK800,2,4.6
2151163345,KT575,2,4.6
2151163380,KT579,2,4.6
2151163331,KT581,2,4.6
2151163359,KT577,2,4.6
2151163451,KT577,2,4.6
2151163083,CSE135,2,4.6
2151163158,CSE124,1,4.61
2151163242,CSE124,1,4.61
2151163356,KT570,1,4.61
2151163277,KT567,1,4.61
2151163378,KT571,1,4.61
2151163382,KT572,1,4.61
2151163442,KT572,1,4.61
2151163151,CSE123,1,4.61
2151163266,KT569,1,4.61
2151163142,CSE127,1,4.61
2151163456,KT574,1,4.61
2151163003,CSE128,1,4.61
2151163593,CK802,2,4.61
2151163627,CK802,2,4.61
2151163202,CSE138,2,4.61
2151163380,KT576,2,4.61
2151163405,KT576,2,4.61
2151163295,KT575,2,4.61
2151163604,CK803,2,4.61
2151163723,CK789,1,4.61
2151163045,CSE130,1,4.61
2151163164,CSE130,1,4.61
2151163620,CK796,1,4.61
2151163661,CK796,1,4.61
2151163687,CK792,1,4.61
2151163453,KT571,1,4.61
2151163485,KT571,1,4.61
2151163266,KT572,1,4.61
2151163476,KT572,1,4.61
2151163738,CK790,1,4.61
2151163381,KT574,1,4.61
2151163536,CK801,2,4.61
2151163183,CSE134,2,4.61
2151163651,CK804,2,4.61
2151163446,KT579,2,4.61
2151163722,CK798,2,4.61
2151163603,CK803,2,4.61
2151163122,CSE136,2,4.61
2151163611,CK796,1,4.62
2151163526,CK792,1,4.62
2151163578,CK792,1,4.62
2151163278,KT571,1,4.62
2151163476,KT571,1,4.62
2151163175,CSE123,1,4.62
2151163291,KT573,1,4.62
2151163295,KT573,1,4.62
2151163366,KT573,1,4.62
2151163740,CK790,1,4.62
2151163261,KT569,1,4.62
2151163397,KT569,1,4.62
2151163572,CK797,2,4.62
2151163621,CK801,2,4.62
2151163230,CSE133,2,4.62
2151163258,KT575,2,4.62
2151163275,KT581,2,4.62
2151163508,CK803,2,4.62
2151163647,CK803,2,4.62
2151163610,CK794,1,4.62
2151163134,CSE124,1,4.62
2151163154,CSE124,1,4.62
2151163236,CSE126,1,4.62
2151163125,CSE123,1,4.62
2151163384,KT573,1,4.62
2151163682,CK795,1,4.62
2151163393,KT574,1,4.62
2151163653,CK801,2,4.62
2151163496,KT576,2,4.62
2151163486,KT575,2,4.62
2151163485,KT579,2,4.62
2151163117,CSE130,2,4.62
2151163354,KT577,2,4.62
2151163368,KT570,1,4.63
2151163339,KT567,1,4.63
2151163488,KT567,1,4.63
2151163414,KT571,1,4.63
2151163086,CSE123,1,4.63
2151163641,CK790,1,4.63
2151163330,KT569,1,4.63
2151163584,CK795,1,4.63
2151163174,CSE128,1,4.63
2151163688,CK801,2,4.63
2151163533,CK802,2,4.63
2151163188,CSE134,2,4.63
2151163716,CK804,2,4.63
2151163106,CSE130,2,4.63
2151163179,CSE130,2,4.63
2151163034,CSE137,2,4.63
2151163098,CSE130,1,4.63
2151163139,CSE130,1,4.63
2151163205,CSE130,1,4.63
2151163106,CSE124,1,4.63
2151163133,CSE126,1,4.63
2151163526,CK790,1,4.63
2151163022,CSE127,1,4.63
2151163232,CSE127,1,4.63
2151163241,CSE128,1,4.63
2151163638,CK802,2,4.63
2151163137,CSE134,2,4.63
2151163185,CSE133,2,4.63
2151163349,KT581,2,4.63
2151163294,KT568,1,4.64
2151163673,CK792,1,4.64
2151163337,KT573,1,4.64
2151163449,KT573,1,4.64
2151163329,KT569,1,4.64
2151163164,CSE133,2,4.64
2151163709,CK804,2,4.64
2151163384,KT579,2,4.64
2151163284,KT581,2,4.64
2151163579,CK799,2,4.64
2151163236,CSE136,2,4.64
2151163651,CK789,1,4.64
2151163053,CSE130,1,4.64
2151163512,CK792,1,4.64
2151163378,KT573,1,4.64
2151163665,CK790,1,4.64
2151163703,CK790,1,4.64
2151163518,CK791,1,4.64
2151163666,CK795,1,4.64
2151163338,KT574,1,4.64
2151163162,CSE128,1,4.64
2151163016,CSE129,1,4.64
2151163043,CSE138,2,4.64
2151163062,CSE138,2,4.64
2151163408,KT576,2,4.64
2151163363,KT575,2,4.64
2151163374,KT575,2,4.64
2151163392,KT575,2,4.64
2151163300,KT580,2,4.64
2151163457,KT580,2,4.64
2151163615,CK803,2,4.64
2151163745,CK803,2,4.64
2151163217,CSE137,2,4.64
2151163249,CSE124,1,4.65
2151163423,KT567,1,4.65
2151163111,CSE123,1,4.65
2151163136,CSE123,1,4.65
2151163202,CSE123,1,4.65
2151163317,KT573,1,4.65
2151163445,KT573,1,4.65
2151163606,CK791,1,4.65
2151163704,CK791,1,4.65
2151163318,KT574,1,4.65
2151163240,CSE128,1,4.65
2151163132,CSE132,2,4.65
2151163674,CK800,2,4.65
2151163681,CK800,2,4.65
2151163354,KT575,2,4.65
2151163253,KT577,2,4.65
2151163280,KT582,2,4.65
2151163176,CSE130,1,4.65
2151163071,CSE126,1,4.65
2151163368,KT571,1,4.65
2151163377,KT569,1,4.65
2151163620,CK797,2,4.65
2151163078,CSE138,2,4.65
2151163100,CSE138,2,4.65
2151163129,CSE134,2,4.65
2151163149,CSE134,2,4.65
2151163043,CSE133,2,4.65
2151163649,CK804,2,4.65
